Date,FB US Equity,IBM US Equity,AAPL US Equity
3/20/2015,83.8,162.88,125.9
3/23/2015,84.43,164.63,127.21
3/24/2015,85.31,163,126.69
3/25/2015,82.92,159.2,123.38
3/26/2015,83.01,160.59,124.24
3/27/2015,83.3,160.4,123.25
3/30/2015,83.195,162.67,126.37
3/31/2015,82.215,160.5,124.43
4/1/2015,81.665,159.18,124.25
4/2/2015,81.555,160.45,125.32
4/6/2015,82.44,162.04,127.35
4/7/2015,82.32,162.07,126.01
4/8/2015,82.275,161.85,125.6
4/9/2015,82.17,162.34,126.56
4/10/2015,82.04,162.86,127.1
4/13/2015,83.01,162.38,126.85
4/14/2015,83.515,162.3,126.3
4/15/2015,82.705,164.13,126.78
4/16/2015,82.31,163.13,126.17
4/17/2015,80.775,160.67,124.75
4/20/2015,83.09,166.16,127.6
4/21/2015,83.62,164.26,126.91
4/22/2015,84.63,165.36,128.62
4/23/2015,82.41,170.24,129.67
4/24/2015,81.53,169.78,130.28
4/27/2015,81.91,170.73,132.65
4/28/2015,80.68,173.92,130.56
4/29/2015,80.465,174.4,128.64
4/30/2015,78.77,171.29,125.15
5/1/2015,78.99,173.67,128.95
5/4/2015,78.81,173.97,128.7
5/5/2015,77.56,173.08,125.8
5/6/2015,78.1,170.05,125.01
5/7/2015,78.425,170.99,125.26
5/8/2015,78.51,172.68,127.62
5/11/2015,78.01,171.12,126.32
5/12/2015,77.46,170.55,125.865
5/13/2015,78.44,172.28,126.01
5/14/2015,81.37,174.05,128.95
5/15/2015,80.42,173.26,128.77
5/18/2015,80.88,173.06,130.19
5/19/2015,80.63,173.48,130.07
5/20/2015,80.55,173.76,130.06
5/21/2015,80.48,173.34,131.39
5/22/2015,80.54,172.22,132.54
5/26/2015,79.335,170.13,129.62
5/27/2015,80.55,172,132.045
5/28/2015,80.145,171.71,131.78
5/29/2015,79.19,169.65,130.28
6/1/2015,80.29,170.18,130.535
6/2/2015,80.445,169.65,129.96
6/3/2015,82.44,169.92,130.12
6/4/2015,82.05,168.38,129.36
6/5/2015,82.14,167.4,128.65
6/8/2015,80.67,165.34,127.8
6/9/2015,80.67,165.68,127.42
6/10/2015,82.16,168.92,128.88
6/11/2015,81.83,168.78,128.59
6/12/2015,81.53,166.99,127.17
6/15/2015,80.71,166.26,126.92
6/16/2015,81.06,166.84,127.6
6/17/2015,81.79,167.17,127.3
6/18/2015,82.905,168.25,127.88
6/19/2015,82.51,166.99,126.6
6/22/2015,84.74,167.73,127.61
6/23/2015,87.88,168.62,127.03
6/24/2015,88.86,166.97,128.11
6/25/2015,87.98,166.08,127.5
6/26/2015,88.01,165.46,126.75
6/29/2015,85.8,162.97,124.53
6/30/2015,85.765,162.66,125.425
7/1/2015,86.91,164.49,126.6
7/2/2015,87.285,165.09,126.44
7/6/2015,87.55,164.73,126
7/7/2015,87.22,165,125.69
7/8/2015,85.65,163.16,122.57
7/9/2015,85.88,163.85,120.07
7/10/2015,87.95,166.95,123.28
7/13/2015,90.1,169.38,125.66
7/14/2015,89.68,168.61,125.61
7/15/2015,89.76,168.53,126.82
7/16/2015,90.85,171,128.51
7/17/2015,94.97,172.51,129.62
7/20/2015,97.91,173.22,132.07
7/21/2015,98.39,163.07,130.75
7/22/2015,97.04,160.35,125.22
7/23/2015,95.44,161.73,125.16
7/24/2015,96.95,159.75,124.5
7/27/2015,94.17,159.07,122.77
7/28/2015,95.29,160.05,123.38
7/29/2015,96.99,161.09,122.99
7/30/2015,95.21,160.96,122.37
7/31/2015,94.01,161.99,121.3
8/3/2015,94.14,158.71,118.44
8/4/2015,94.06,157.6,114.64
8/5/2015,96.44,157.9,115.4
8/6/2015,95.12,156.32,115.13
8/7/2015,94.3,155.12,115.52
8/10/2015,94.15,156.75,119.72
8/11/2015,93.62,155.51,113.49
8/12/2015,94.19,156.16,115.24
8/13/2015,93.43,155.07,115.15
8/14/2015,94.42,155.75,115.96
8/17/2015,93.93,156.31,117.16
8/18/2015,95.17,156.01,116.5
8/19/2015,95.31,153.94,115.01
8/20/2015,90.56,152.66,112.65
8/21/2015,86.06,148.85,105.76
8/24/2015,82.09,143.47,103.12
8/25/2015,83,140.96,103.74
8/26/2015,87.19,146.7,109.69
8/27/2015,89.73,148.54,112.92
8/28/2015,91.01,147.98,113.29
8/31/2015,89.43,147.89,112.76
9/1/2015,87.23,142.68,107.72
9/2/2015,89.89,145.05,112.34
9/3/2015,88.15,146.78,110.37
9/4/2015,88.26,143.7,109.27
9/8/2015,89.53,147.23,112.31
9/9/2015,90.44,145.05,110.15
9/10/2015,91.98,146.2,112.57
9/11/2015,92.05,147.37,114.21
9/14/2015,92.31,145.65,115.31
9/15/2015,92.9,147.53,116.28
9/16/2015,93.45,148.41,116.41
9/17/2015,94.34,148.14,113.92
9/18/2015,94.4,144.51,113.45
9/21/2015,95.55,146.48,115.21
9/22/2015,92.96,144.43,113.4
9/23/2015,93.97,143.66,114.32
9/24/2015,94.41,144.41,115
9/25/2015,92.77,145.42,114.71
9/28/2015,89.21,142.52,112.44
9/29/2015,86.67,142.47,109.06
9/30/2015,89.9,144.97,110.3
10/1/2015,90.95,143.59,109.58
10/2/2015,92.07,144.58,110.38
10/5/2015,94.01,149.04,110.78
10/6/2015,92.8,148.78,111.31
10/7/2015,92.4,150.09,110.78
10/8/2015,92.47,152.28,109.5
10/9/2015,93.24,152.39,112.12
10/12/2015,94.26,151.14,111.6
10/13/2015,94.12,149.62,111.79
10/14/2015,94.07,150.01,110.21
10/15/2015,95.96,150.09,111.86
10/16/2015,97.54,150.39,111.04
10/19/2015,98.47,149.22,111.73
10/20/2015,97,140.64,113.77
10/21/2015,97.11,140.92,113.76
10/22/2015,99.67,144.09,115.5
10/23/2015,102.19,144.68,119.08
10/26/2015,103.77,143.66,115.28
10/27/2015,103.7,137.86,114.55
10/28/2015,104.2,140.83,119.27
10/29/2015,104.88,140.55,120.53
10/30/2015,101.97,140.08,119.5
11/2/2015,103.31,140.37,121.18
11/3/2015,102.58,141.88,122.57
11/4/2015,103.94,141.63,122
11/5/2015,108.76,139.89,120.92
11/6/2015,107.095,138.25,121.06
11/9/2015,106.49,135.31,120.57
11/10/2015,107.91,135.47,116.77
11/11/2015,109.01,135.02,116.11
11/12/2015,108.02,133.04,115.72
11/13/2015,103.95,131.75,112.34
11/16/2015,104.04,133.71,114.175
11/17/2015,105.13,133.82,113.69
11/18/2015,107.77,135.82,117.29
11/19/2015,106.26,136.74,118.78
11/20/2015,107.32,138.5,119.3
11/23/2015,106.95,138.46,117.75
11/24/2015,105.74,138.6,118.88
11/25/2015,105.41,138,118.03
11/27/2015,105.45,138.46,117.81
11/30/2015,104.24,139.42,118.3
12/1/2015,107.12,141.28,117.34
12/2/2015,106.07,139.7,116.28
12/3/2015,104.38,138.92,115.2
12/4/2015,106.18,140.43,119.03
12/7/2015,105.61,139.55,118.28
12/8/2015,106.49,138.05,118.23
12/9/2015,104.6,136.61,115.62
12/10/2015,105.42,136.78,116.17
12/11/2015,102.12,134.57,113.18
12/14/2015,104.66,135.93,112.48
12/15/2015,104.55,137.79,110.49
12/16/2015,106.79,139.29,111.34
12/17/2015,106.22,136.75,108.98
12/18/2015,104.04,134.9,106.03
12/21/2015,104.77,135.5,107.33
12/22/2015,105.51,137.93,107.23
12/23/2015,104.63,138.54,108.61
12/24/2015,105.02,138.25,108.03
12/28/2015,105.93,137.61,106.82
12/29/2015,107.26,139.78,108.74
12/30/2015,106.22,139.34,107.32
12/31/2015,104.66,137.62,105.26
1/4/2016,102.22,135.95,105.35
1/5/2016,102.73,135.85,102.71
1/6/2016,102.97,135.17,100.7
1/7/2016,97.92,132.86,96.45
1/8/2016,97.33,131.63,96.96
1/11/2016,97.51,133.23,98.53
1/12/2016,99.37,132.9,99.96
1/13/2016,95.44,131.17,97.39
1/14/2016,98.37,132.91,99.52
1/15/2016,94.97,130.03,97.13
1/19/2016,95.26,128.11,96.66
1/20/2016,94.35,121.86,96.79
1/21/2016,94.16,122.91,96.3
1/22/2016,97.94,122.5,101.42
1/25/2016,97.01,122.08,99.44
1/26/2016,97.34,122.59,99.99
1/27/2016,94.45,120.96,93.42
1/28/2016,109.11,122.22,94.09
1/29/2016,112.21,124.79,97.34
2/1/2016,115.09,124.83,96.43
2/2/2016,114.61,122.94,94.48
2/3/2016,112.69,124.72,96.35
2/4/2016,110.49,127.65,96.6
2/5/2016,104.07,128.57,94.02
2/8/2016,99.75,126.98,95.01
2/9/2016,99.54,124.07,94.99
2/10/2016,101,120.19,94.27
2/11/2016,101.91,117.85,93.7
2/12/2016,102.01,121.04,93.99
2/16/2016,101.61,122.74,96.64
2/17/2016,105.2,126.1,98.12
2/18/2016,103.47,132.45,96.26
2/19/2016,104.57,133.08,96.04
2/22/2016,107.16,133.77,96.88
2/23/2016,105.46,132.4,94.69
2/24/2016,106.88,132.8,96.1
2/25/2016,108.07,134.5,96.76
2/26/2016,107.92,132.03,96.91
2/29/2016,106.92,131.03,96.69
3/1/2016,109.82,134.37,100.53
3/2/2016,109.95,136.3,100.75
3/3/2016,109.58,137.8,101.5
3/4/2016,108.39,137.8,103.01
3/7/2016,105.73,140.15,101.87
3/8/2016,105.93,139.07,101.03
3/9/2016,107.51,140.41,101.12
3/10/2016,107.32,140.19,101.17
3/11/2016,109.41,142.36,102.26
3/14/2016,109.89,142.78,102.52
3/15/2016,110.67,142.96,104.58
3/16/2016,112.18,144.79,105.97
3/17/2016,111.02,147.04,105.8
3/18/2016,111.45,147.09,105.92
3/21/2016,111.85,148.63,105.91
3/22/2016,112.25,148.1,106.72
3/23/2016,112.54,145.4,106.13
3/24/2016,113.05,147.95,105.67
3/28/2016,113.69,148.4,105.19
3/29/2016,116.14,149.33,107.68
3/30/2016,114.7,148.41,109.56
3/31/2016,114.1,151.45,108.99
4/1/2016,116.06,152.52,109.99
4/4/2016,112.55,152.07,111.12
4/5/2016,112.22,150,109.81
4/6/2016,113.71,150.02,110.96
4/7/2016,113.64,148.25,108.54
4/8/2016,110.63,149.35,108.66
4/11/2016,108.99,149.25,109.02
4/12/2016,110.61,149.63,110.44
4/13/2016,110.51,151.23,112.04
4/14/2016,110.84,151.16,112.1
4/15/2016,109.64,151.72,109.85
4/18/2016,110.45,152.53,107.48
4/19/2016,112.29,144,106.91
4/20/2016,112.42,146.11,107.13
4/21/2016,113.44,149.3,105.97
4/22/2016,110.56,148.5,105.68
4/25/2016,110.1,148.81,105.08
4/26/2016,108.76,149.08,104.35
4/27/2016,108.89,150.47,97.82
4/28/2016,116.73,147.07,94.83
4/29/2016,117.58,145.94,93.74
5/2/2016,118.57,145.27,93.64
5/3/2016,117.43,144.13,95.18
5/4/2016,118.06,144.25,94.19
5/5/2016,117.81,146.47,93.24
5/6/2016,119.49,147.29,92.72
5/9/2016,119.24,147.34,92.79
5/10/2016,120.5,149.97,93.42
5/11/2016,119.52,148.95,92.51
5/12/2016,120.28,148.84,90.34
5/13/2016,119.81,147.72,90.52
5/16/2016,118.67,149.46,93.88
5/17/2016,117.35,148,93.49
5/18/2016,117.65,147.34,94.56
5/19/2016,116.81,144.93,94.2
5/20/2016,117.35,147.25,95.22
5/23/2016,115.97,146.77,96.43
5/24/2016,117.7,148.31,97.9
5/25/2016,117.89,151.69,99.62
5/26/2016,119.47,152.44,100.41
5/27/2016,119.38,152.84,100.35
5/31/2016,118.81,153.74,99.86
6/1/2016,118.78,152.51,98.46
6/2/2016,118.93,153.5,97.72
6/3/2016,118.47,152.89,97.92
6/6/2016,118.79,152.73,98.63
6/7/2016,117.76,153.33,99.03
6/8/2016,118.39,154,98.94
6/9/2016,118.56,153.42,99.65
6/10/2016,116.62,152.37,98.83
6/13/2016,113.95,151.28,97.34
6/14/2016,114.94,151.06,97.46
6/15/2016,114.6,150.68,97.14
6/16/2016,114.39,151.06,97.55
6/17/2016,113.02,151.99,95.33
6/20/2016,113.37,153.61,95.1
6/21/2016,114.38,154.05,95.91
6/22/2016,113.91,152.92,95.55
6/23/2016,115.08,155.35,96.1
6/24/2016,112.08,146.59,93.4
6/27/2016,108.97,143.5,92.04
6/28/2016,112.7,145.7,93.59
6/29/2016,114.16,148.46,94.4
6/30/2016,114.28,151.78,95.6
7/1/2016,114.19,152.35,95.89
7/5/2016,114,151.68,94.99
7/6/2016,116.7,152.37,95.53
7/7/2016,115.85,152.6,95.94
7/8/2016,117.24,154.46,96.68
7/11/2016,117.87,155.33,96.98
7/12/2016,117.93,157.04,97.42
7/13/2016,116.78,158.02,96.87
7/14/2016,117.29,160.28,98.79
7/15/2016,116.86,159.78,98.78
7/18/2016,119.37,159.86,99.83
7/19/2016,120.61,159.58,99.87
7/20/2016,121.92,161.36,99.96
7/21/2016,120.61,160.45,99.43
7/22/2016,121,162.07,98.66
7/25/2016,121.63,162.65,97.34
7/26/2016,121.22,162.12,96.67
7/27/2016,123.34,161.83,102.95
7/28/2016,125,161.37,104.34
7/29/2016,123.94,160.62,104.21
8/1/2016,124.31,161.45,106.05
8/2/2016,123.09,160.58,104.48
8/3/2016,122.51,160.67,105.79
8/4/2016,124.36,161.55,105.87
8/5/2016,125.15,163.5,107.48
8/8/2016,125.26,162.04,108.37
8/9/2016,125.06,161.77,108.81
8/10/2016,124.88,162.08,108
8/11/2016,124.9,163.53,107.93
8/12/2016,124.88,161.95,108.18
8/15/2016,123.9,161.88,109.48
8/16/2016,123.3,160.7,109.38
8/17/2016,124.37,160.44,109.22
8/18/2016,123.91,161.36,109.08
8/19/2016,123.56,160.04,109.36
8/22/2016,124.15,160,108.51
8/23/2016,124.37,160.26,108.85
8/24/2016,123.48,159.05,108.03
8/25/2016,123.89,158.63,107.57
8/26/2016,124.96,158.32,106.94
8/29/2016,126.54,159.72,106.82
8/30/2016,125.84,159.4,106
8/31/2016,126.12,158.88,106.1
9/1/2016,126.17,159.54,106.73
9/2/2016,126.51,159.55,107.73
9/6/2016,129.73,160.35,107.7
9/7/2016,131.05,161.64,108.36
9/8/2016,130.27,159,105.52
9/9/2016,127.1,155.69,103.13
9/12/2016,128.69,158.29,105.44
9/13/2016,127.21,155.81,107.95
9/14/2016,127.77,154.05,111.77
9/15/2016,128.35,155.66,115.57
9/16/2016,129.07,153.84,114.92
9/19/2016,128.65,154.87,113.58
9/20/2016,128.64,154.45,113.57
9/21/2016,129.94,155.53,113.55
9/22/2016,130.08,156.11,114.62
9/23/2016,127.96,154.98,112.71
9/26/2016,127.31,153.98,112.88
9/27/2016,128.69,156.77,113.09
9/28/2016,129.23,158.29,113.95
9/29/2016,128.09,158.11,112.18
9/30/2016,128.27,158.85,113.05
10/3/2016,128.77,157.61,112.52
10/4/2016,128.19,156.46,113
10/5/2016,128.47,157.08,113.05
10/6/2016,128.74,156.88,113.89
10/7/2016,128.99,155.67,114.06
10/10/2016,130.24,157.02,116.05
10/11/2016,128.88,154.79,116.3
10/12/2016,129.05,154.29,117.34
10/13/2016,127.82,153.72,116.98
10/14/2016,127.88,154.45,117.63
10/17/2016,127.54,154.77,117.55
10/18/2016,128.57,150.72,117.47
10/19/2016,130.11,151.26,117.12
10/20/2016,130,151.52,117.06
10/21/2016,132.07,149.63,116.6
10/24/2016,133.28,150.57,117.65
10/25/2016,132.29,150.88,118.25
10/26/2016,131.04,151.81,115.59
10/27/2016,129.69,153.35,114.48
10/28/2016,131.29,152.61,113.72
10/31/2016,130.99,153.69,113.54
11/1/2016,129.5,152.79,111.49
11/2/2016,127.17,151.95,111.59
11/3/2016,120,152.37,109.83
11/4/2016,120.75,152.43,108.84
11/7/2016,122.15,155.72,110.41
11/8/2016,124.22,155.17,111.06
11/9/2016,123.18,154.81,110.88
11/10/2016,120.8,160.22,107.79
11/11/2016,119.02,161.27,108.43
11/14/2016,115.08,158.21,105.71
11/15/2016,117.2,158.67,107.11
11/16/2016,116.34,159.29,109.99
11/17/2016,117.79,159.8,109.95
11/18/2016,117.02,160.39,110.06
11/21/2016,121.77,162.77,111.73
11/22/2016,121.47,162.67,111.8
11/23/2016,120.84,161.98,111.23
11/25/2016,120.38,163.14,111.79
